Geneid,control_1,control_2,control_3,treated_1,treated_2,treated_3
D030062O11Rik,0,0,0,0,0,0
Gm37374,0,0,0,0,0,0
Gm9541,0,0,0,0,0,0
Gm25528,0,0,0,0,0,0
Gm23176,0,0,0,0,0,0
Gm28877,0,0,0,0,0,0
Gm2324,0,0,0,0,0,0
Gm5368,0,0,0,0,0,0
Gm28231,0,0,0,0,0,0
Gm5066,0,0,0,0,0,0
Gm47620,0,0,0,0,0,0
Nt5e,146,148,132,118,105,107
Snx14,39,51,44,41,35,48
Gm10163,0,0,0,0,0,0
Gm20537,0,0,0,0,0,0
Gm28229,5,3,3,3,3,5
Syncrip,446,434,447,399,414,427
Snhg5,36,41,41,32,42,43
Snord50a,0,0,0,0,0,0
Snord50b,0,0,0,0,0,0
Gm22985,0,0,0,0,0,0
Zfp949,6,10,9,10,7,14
Gm26461,0,0,0,0,0,1
Trim43a,0,0,0,0,0,0
9430037G07Rik,0,0,1,0,1,1
Gm29603,0,0,0,0,0,0
Gm23017,0,0,0,0,0,0
Gm38214,0,0,0,0,0,0
Gm37226,0,0,0,0,0,0
Mthfsl,5,5,4,8,2,3
Gm10634,0,0,0,0,0,0
Bcl2a1d,0,3,2,2,2,0
Gm37560,0,0,0,0,0,0
Gm26082,0,0,0,0,0,0
Gm37614,0,0,0,0,0,0
Gm29562,0,0,0,0,0,0
Trim43c,0,0,0,0,0,0
9330159M07Rik,26,29,39,26,23,25
Gm9775,0,0,0,0,0,0
Gm26135,0,0,0,0,0,0
Gm26611,0,0,0,0,0,0
Gm2396,0,0,0,0,1,0
Gm23707,0,0,0,0,0,0
Bcl2a1a,0,0,0,0,0,1
Gm37833,0,0,0,0,0,0
Gm37993,0,0,0,0,0,0
Gm24463,0,0,0,0,0,0
Gm19498,0,0,0,0,0,0
Trim43b,0,0,0,0,0,0
4930579C12Rik,0,0,0,0,0,0
Gm26423,0,0,0,0,0,0
Bcl2a1b,0,0,0,0,0,0
Gm29094,0,0,0,0,0,0
Mthfs,3,6,4,1,3,1
Gm38091,0,0,0,0,0,0
Gm47403,0,0,0,0,0,0
Minar1,0,0,0,0,0,0
Gm47409,0,0,0,0,0,0
Gm47410,0,0,0,0,0,0
Tmed3,113,98,100,103,107,110
Ankrd34c,0,0,0,0,0,0
Gm29608,0,0,0,0,0,0
Mir184,0,0,0,0,0,0
1700017I07Rik,0,0,0,0,0,0
4930524O08Rik,0,0,0,0,0,0
Rasgrf1,0,0,0,0,1,0
Gm17944,0,0,0,0,0,0
Ctsh,46,33,45,59,59,52
Morf4l1,208,211,228,197,190,224
Tmem41b-ps,0,0,1,2,0,0
9430062P05Rik,0,0,0,0,0,0
Adamts7,0,0,0,1,0,0
Tbc1d2b,64,92,86,95,99,98
Gm16200,0,0,1,0,0,1
Gm30849,0,0,0,0,0,0
Gm22717,0,0,0,0,0,0
Gm22866,0,0,0,0,0,0
Gm2497,0,0,0,0,0,0
Gm29605,0,0,0,0,0,0
Gm29604,0,0,0,0,0,0
Gm28703,0,0,0,0,0,0
Gm37665,0,0,0,0,0,0
Gm20561,0,0,0,0,0,0
Gm29408,0,0,0,0,0,0
Gm5620,0,0,0,0,0,2
Gm36960,0,0,0,0,0,0
Gm29602,0,0,0,0,0,0
Gm37812,0,0,0,0,0,0
Gm18378,0,0,0,0,0,0
Gm37457,0,0,0,0,0,0
Gm37040,0,0,0,0,0,0
Gm28652,0,0,0,0,0,0
A730094K22Rik,0,0,0,0,0,0
Zic1,0,0,0,0,0,0
Zic4,0,0,0,0,0,0
Gm37477,0,0,0,0,0,0
Gm29478,0,0,0,0,0,0
Gm37987,0,0,0,0,0,0
Gm26101,0,0,0,0,0,0
Gm31409,0,0,0,0,0,0
Plscr5,0,0,0,0,0,0
Plscr1,12,21,27,20,13,14
Mir6386,0,0,0,0,0,0
Plscr2,0,0,0,0,0,0
Gm29139,0,0,0,0,0,0
1700057G04Rik,0,0,0,0,0,0
Gm15493,0,0,0,0,0,0
Plscr4,1,0,2,0,0,0
Gm25417,0,0,0,0,0,0
B430319G15Rik,0,0,0,0,0,0
Gm37545,0,0,0,0,0,0
Plod2,0,0,0,0,0,0
Gm2495,0,0,0,0,0,0
Gm29396,0,0,0,0,0,0
4933400C23Rik,0,0,0,0,0,0
Gm28054,0,0,0,0,0,0
Gm29397,0,0,1,0,0,0
1700034K08Rik,0,0,0,0,0,0
Gm9621,0,0,0,0,0,0
Gm47165,0,0,0,0,0,0
Gm5369,0,0,0,0,0,0
Gm24200,0,0,0,0,0,0
Gm5370,0,0,0,0,0,0
Gm28934,0,0,0,0,0,0
Dipk2a,24,35,24,33,31,37
Gm39404,0,0,0,0,0,0
Gm24178,0,0,0,0,0,0
Gm29395,1,1,0,2,0,2
Slc9a9,2,2,4,5,6,1
Gm16262,0,0,0,0,0,0
Mir7656,0,0,0,0,0,0
Gm47168,0,0,0,0,0,0
Chst2,0,0,0,0,0,0
Gm37805,0,0,0,0,0,0
Gm8449,0,0,0,0,0,0
Gm19193,0,0,0,0,0,0
U2surp,336,318,313,306,257,324
Gm28424,0,0,0,1,0,0
Gm32281,0,0,0,0,0,0
Paqr9,0,0,0,0,0,0
Gm16126,0,0,0,0,0,0
Gm28164,0,0,0,0,0,0
Gm25582,0,0,0,0,0,0
Gm16127,0,0,0,0,0,0
Pcolce2,0,0,0,0,0,0
Itpa-ps2,0,0,0,0,0,0
Trpc1,0,0,0,0,0,0
Pls1,1,0,0,0,0,0
1700065D16Rik,0,1,0,0,0,0
Atr,90,101,117,99,106,104
Gm24004,0,0,0,0,0,0
Gm16794,1,1,0,1,4,0
Xrn1,90,80,93,74,89,67
C78334,0,0,0,0,0,0
Gm28085,0,0,0,0,0,0
Gm38375,1,1,0,0,1,1
Gk5,7,5,14,5,8,1
Tfdp2,40,35,40,35,28,32
Gm37195,0,0,0,0,0,0
Gm28924,0,0,0,0,0,0
Atp1b3,215,254,214,206,221,251
Gm50488,0,0,0,0,0,0
BC043934,3,1,2,0,1,1
Rnf7,48,51,50,46,40,44
Gm28729,0,0,0,0,0,0
Gm8495,0,0,0,0,0,0
Rasa2,83,66,57,79,61,77
Gm19280,0,0,0,0,0,0
Zbtb38,58,53,61,42,57,48
A930006L05Rik,0,0,0,0,0,0
C430002N11Rik,0,0,0,0,0,0
Gm28688,0,0,0,0,0,0
Gm8520,0,0,0,0,0,0
Pxylp1,57,63,51,59,48,66
Gm10123,9,12,6,11,10,1
Gm8524,1,0,0,1,1,0
Spsb4,8,8,5,5,7,11
Gm16010,0,0,0,0,0,0
Gm18291,0,0,0,0,0,0
Gm19325,0,1,0,1,0,0
Slc25a36,91,67,72,63,93,79
Gm16185,0,0,0,0,0,0
Rpl7a-ps10,0,0,0,0,0,0
Gm5371,0,0,0,0,0,0
Gm29241,0,0,0,0,0,0
Gm29240,0,0,0,0,0,0
A030012G06Rik,0,0,0,0,0,0
Trim42,0,0,0,0,0,0
Gm15891,0,0,0,0,0,0
Gm25607,0,0,0,0,0,0
Clstn2,0,0,0,0,0,0
Gm37661,0,0,0,0,0,0
4921534H16Rik,0,0,0,0,0,0
2610303G11Rik,0,0,0,0,0,0
Nmnat3,4,10,4,8,10,2
Gm28530,0,0,0,0,0,0
Rbp1,0,0,0,0,0,0
Rbp2,0,0,0,0,0,0
Gm37113,0,0,0,0,0,0
4930579K19Rik,0,0,0,0,0,0
Copb2,202,197,213,200,178,204
Gm47147,0,0,0,0,0,0
Mrps22,33,24,30,32,28,31
Gm37637,0,0,0,0,0,0
ENSMUSG00002076308,0,0,0,0,0,0
Pisrt1,0,0,0,0,0,0
E330023G01Rik,0,0,0,0,0,0
Gm37282,0,0,0,0,0,0
Gm37917,0,0,0,0,0,0
Gm38226,0,0,0,0,0,0
Prr23a1,0,0,0,0,0,0
Prr23a2,0,0,0,0,0,0
Prr23a3,0,0,0,0,0,0
Gm5920,1,0,0,0,0,0
Gm33700,0,0,0,0,0,0
7420426K07Rik,0,0,0,0,0,0
Gm33778,0,0,0,0,0,0
Gm28266,0,0,0,0,0,0
Foxl2os,0,0,0,0,0,0
Foxl2,0,0,0,0,0,0
Faim,16,29,16,18,18,19
Gm1123,0,0,1,0,0,0
Pik3cb,111,131,123,118,128,125
Gm2950,0,0,0,0,0,0
Faiml,0,0,0,0,0,0
Gm38327,0,0,0,0,0,0
Cep70,21,27,38,20,17,28
Gm47199,0,0,0,0,0,0
Gm18914,0,0,0,0,0,0
4930422M22Rik,0,0,0,0,0,0
Gm37249,0,0,1,0,0,0
Esyt3,0,0,0,0,0,0
1700008A23Rik,0,0,0,0,0,0
Gm28087,0,0,0,0,0,0
Mras,0,1,2,4,2,1
Nme9,0,0,0,0,0,0
Armc8,43,66,61,45,54,53
Dbr1,41,34,35,36,28,43
A4gnt,0,0,0,0,0,0
Dzip1l,0,0,0,0,0,0
Cldn18,0,0,0,0,0,0
Gm16004,0,0,0,0,0,0
Gm23949,0,0,0,0,0,0
Gm47757,0,0,0,0,0,0
Sox14,0,0,0,0,0,0
Gm23594,0,0,0,0,0,0
Gm8641,0,0,0,0,0,0
4930519F24Rik,0,0,0,0,0,0
4930540E01Rik,0,0,0,0,0,0
Gm28167,0,0,0,0,0,0
Gm34397,0,0,0,0,0,0
Gm28267,0,0,0,0,0,0
Gm28166,0,0,0,0,0,0
Il20rb,2,0,2,1,5,0
Nck1,42,25,33,32,36,26
Gm28586,0,0,0,0,0,0
Slc35g2,0,0,0,0,0,0
Stag1,166,164,149,134,143,123
Gm47803,0,0,0,0,0,0
Gm8661,0,0,0,0,0,0
Gm37204,1,0,0,0,0,0
Gm38297,0,0,0,0,0,0
Gm3081,0,0,0,0,0,0
Pccb,22,21,16,18,22,17
Gm3096,0,0,0,0,0,0
Msl2,120,130,116,114,118,131
Gm37553,1,0,1,2,2,2
Ppp2r3a,5,3,3,2,2,4
Gm37962,0,0,1,0,1,1
Gm37621,0,0,0,0,0,0
Gm37953,0,0,0,0,0,0
Gm38344,0,0,0,0,0,0
Gm37314,0,0,0,0,0,0
Gm24338,0,0,0,0,0,0
Gm3121,0,0,0,0,0,0
Gm28660,0,0,0,0,0,0
Gm28979,0,0,0,0,0,0
Gm24638,0,0,0,0,0,0
Gm29385,0,0,0,0,0,0
Gm5161,0,0,0,0,0,0
Gm47932,0,0,0,0,0,0
Gm47933,0,0,0,0,0,0
Gm47934,0,0,0,0,0,0
Gm29521,0,0,0,0,0,0
9630041A04Rik,0,0,0,0,0,0
Gm37460,0,0,0,0,0,0
Ephb1,0,0,0,0,0,0
Gm31326,0,0,0,0,0,0
Gm37562,0,0,0,0,0,0
n-R5s88,0,0,0,0,0,0
Gm29388,0,0,0,0,0,0
Gm37945,0,0,0,0,0,0
Gm37260,0,0,0,0,0,0
Mir7243,0,0,0,0,0,0
Gm47983,0,0,0,0,0,0
Ky,0,0,0,0,0,0
Gm7364,0,0,0,0,0,0
Gm29143,0,0,0,0,0,0
Gm29387,0,0,0,0,0,0
Gm17950,0,0,0,0,0,0
Cep63,22,22,26,30,29,22
Anapc13,20,13,16,13,16,8
4930533D04Rik,0,0,0,0,0,0
Gm36957,0,0,0,0,0,0
Amotl2,1,4,2,6,6,8
Gm5627,0,0,0,0,0,0
Gm36958,0,0,0,0,0,0
Gm47416,0,0,0,0,0,0
Gm18655,0,0,0,0,0,0
Ryk,0,3,2,3,1,2
Gm47427,0,0,0,0,0,0
Slco2a1,0,0,0,0,0,0
Gm22595,0,0,0,0,0,0
Gm47468,0,0,0,0,0,0
Rab6b,11,10,8,10,3,10
Gm37166,0,0,0,0,1,0
Srprb,43,32,32,42,33,50
Trf,24,25,30,29,22,21
1300017J02Rik,0,0,0,0,0,0
Topbp1,363,407,377,354,337,375
Cdv3,264,318,288,292,250,244
Gm29600,0,0,0,0,0,0
Gm47328,0,0,0,0,0,0
5830418P13Rik,0,1,0,0,1,1
Bfsp2,0,0,0,0,0,0
Gm16252,0,0,0,0,0,0
Tmem108,0,1,1,0,1,0
Gm32743,0,0,0,0,0,0
Gm37649,0,0,0,0,0,0
4932413F04Rik,0,0,0,0,0,0
Gm38032,0,0,0,0,0,0
Gm5372,0,0,0,0,0,0
Gm29154,0,0,0,0,0,0
Gm33054,0,0,0,0,0,0
Nphp3,16,23,20,21,10,18
Gm28305,0,0,0,0,0,0
Gm37200,0,0,0,1,0,0
Uba5,32,51,56,52,60,57
Gm37750,0,0,0,0,0,0
Acad11,18,19,21,20,21,12
Ackr4,0,0,0,0,0,0
Gm47000,0,0,0,0,0,0
Gm46999,0,0,0,0,0,0
Dnajc13,259,218,263,261,278,250
Hmgb1-rs16,0,0,0,1,0,0
Gm37563,0,0,0,0,0,0
Acpp,9,8,13,12,21,13
Gm28996,0,0,0,0,0,0
Gm28548,0,0,0,0,0,0
Mir2136,0,0,0,0,0,0
Gm25904,0,0,0,0,0,0
Cpne4,0,0,0,0,0,0
ENSMUSG00002076590,0,0,0,0,0,0
Mrpl3,55,63,69,70,58,54
Gm38077,3,3,6,3,7,1
Gm47106,0,0,0,0,0,0
Gm47103,0,0,0,0,0,0
Gm47102,0,0,0,0,0,0
Nudt16,6,10,9,6,7,3
Nudt16l2,0,0,0,0,0,0
Nek11,0,0,0,0,0,0
Gm37582,0,0,0,0,0,0
Gm20643,0,0,0,0,0,0
Gm15619,0,0,0,0,0,0
Aste1,13,11,11,8,15,10
Atp2c1,90,84,80,87,85,79
Gm19667,0,0,0,0,0,0
Gm7436,0,0,0,0,0,0
Gm5621,1,0,0,1,2,0
Pik3r4,40,47,39,36,29,32
Gm22720,0,0,0,0,0,0
Col6a6,0,0,0,0,0,0
Gm38314,0,0,0,0,0,0
Col6a5,0,0,0,0,0,0
Col6a4,0,0,0,0,0,0
Gm24631,0,0,0,0,0,0
Gm47575,0,0,0,0,0,0
Gm36993,0,0,0,0,0,0
Gm9451,0,0,0,0,0,0
Gm29208,0,0,0,0,0,0
D030055H07Rik,0,0,0,0,1,0
Glyctk,2,1,3,0,1,1
Mir135a-1,0,0,0,0,0,0
Wdr82,113,108,100,107,94,91
Mirlet7g,0,0,0,0,0,0
Ppm1m,24,29,24,36,31,32
Twf2,41,60,37,49,39,31
Tlr9,5,0,7,6,5,7
Alas1,230,266,212,212,249,245
4930500F10Rik,0,1,0,0,0,1
Poc1a,20,17,18,26,13,20
Gm29123,0,0,0,0,0,0
Dusp7,23,32,42,45,38,46
Rpl29,225,216,191,217,210,205
Acy1,28,35,25,30,20,21
Abhd14a,7,12,7,11,7,11
Abhd14b,3,9,6,7,2,6
Gm28959,0,0,0,0,0,0
Pcbp4,1,5,2,8,5,1
Gpr62,0,0,0,0,0,0
Parp3,21,28,27,36,31,33
Rrp9,21,25,21,23,21,19
Iqcf1,0,0,0,0,0,0
ENSMUSG00000118396,0,0,0,0,0,0
Iqcf5,0,0,0,0,0,0
Iqcf3,0,0,0,0,0,0
Iqcf4,0,0,0,0,0,0
Iqcf6,0,0,0,0,0,0
Gm28111,0,0,0,0,0,0
Grm2,0,0,0,0,0,0
Tex264,11,12,7,8,7,12
Rad54l2,102,103,93,96,98,95
Dcaf1,81,80,80,97,82,76
Manf,145,150,149,132,117,125
Gm37612,0,0,0,0,0,0
Rbm15b,65,41,63,48,42,48
4930524O07Rik,2,0,0,1,0,0
Dock3,0,0,1,0,0,0
Gm17205,0,0,0,0,0,0
Gm22454,0,0,0,0,0,0
Gm17117,0,0,0,0,0,0
Gm23595,0,0,0,0,0,0
AA543401,0,0,0,0,0,0
ENSMUSG00002076878,0,0,0,0,0,0
1700039M15Rik,0,0,0,0,0,0
Mapkapk3,188,217,202,207,188,183
Gm17040,0,0,0,0,0,0
Cish,2,1,1,1,3,0
Gm17041,0,0,0,0,0,0
Hemk1,6,5,2,4,7,7
6430571L13Rik,0,0,1,0,0,0
4930429P21Rik,0,0,0,0,0,0
Cacna2d2,0,0,0,0,1,0
Gm17141,0,0,0,0,0,0
Gm17118,0,0,0,0,0,0
Tmem115,13,9,16,14,12,9
Cyb561d2,4,3,4,4,7,8
Nprl2,5,7,4,7,2,5
Zmynd10,0,0,0,0,0,0
Gm34106,0,0,0,0,0,0
Rassf1,17,24,24,17,16,25
Gm9917,0,0,0,0,0,0
Tusc2,11,11,13,13,14,24
Hyal2,5,13,1,3,6,5
Gm16343,0,0,0,0,0,0
Hyal1,1,0,0,0,1,0
Naa80,1,3,1,2,3,2
Hyal3,0,0,1,0,0,0
Ifrd2,30,33,31,46,30,38
Lsmem2,0,1,0,0,0,1
Gm38150,0,0,0,0,0,0
Sema3b,0,0,0,0,0,0
Gnai2,270,335,332,311,315,338
Gm19721,0,0,1,1,0,0
Slc38a3,0,0,0,0,0,0
Gnat1,0,0,0,0,0,0
A930036K24Rik,0,0,0,0,0,0
Sema3f,0,1,0,0,0,0
Rbm5,132,114,129,139,120,166
Gm37850,0,0,0,0,0,0
Rbm6,94,127,114,109,116,126
Gm37436,0,0,0,0,1,1
Mon1a,1,5,6,11,6,7
Gm23856,0,0,0,0,0,0
Mst1r,1,1,0,0,1,0
Actl11,0,0,0,0,0,0
Gm37974,0,0,0,0,0,0
Camkv,0,0,0,0,0,0
Traip,39,34,30,24,31,36
Uba7,39,28,20,27,35,28
Gm20661,0,1,0,0,0,1
Inka1,6,9,14,4,4,4
ENSMUSG00002075421,0,0,0,0,0,0
4921523L03Rik,0,0,0,0,0,0
Cdhr4,1,0,0,0,0,1
Gm20662,0,0,0,0,0,0
4930535L15Rik,0,0,0,0,0,0
Ip6k1,30,34,31,44,40,41
Gm38134,0,0,0,0,0,0
Gmppb,29,17,23,28,19,19
Rnf123,30,33,35,28,49,31
Gm20529,0,0,0,0,0,0
Amigo3,1,0,2,1,1,1
Mst1,15,17,16,19,22,21
Mir7088,0,0,0,0,0,0
Apeh,27,41,32,40,27,50
Bsn,9,15,15,14,16,12
ENSMUSG00002075765,0,0,0,0,0,0
4930447F24Rik,0,0,0,0,0,0
Gm37201,0,0,0,0,0,0
Gm37247,0,0,0,0,0,0
Gm37230,0,0,0,0,0,0
Dag1,35,37,33,33,36,37
Nicn1,2,2,1,0,3,2
Amt,0,1,1,0,1,0
Tcta,5,4,3,8,7,3
Rhoa,319,310,359,343,336,326
Gm37568,0,0,0,1,2,0
Gm37401,0,0,0,0,0,0
Gpx1,311,347,309,223,191,201
Usp4,112,129,110,114,106,121
Rps2-ps11,1,0,0,1,0,2
Gm37963,0,1,1,0,1,1
1700102P08Rik,1,1,0,0,0,1
Iho1,0,0,0,0,0,0
Gm25456,0,0,0,0,0,0
BC048562,1,0,0,0,0,0
Klhdc8b,0,0,1,0,0,2
Ccdc71,22,17,15,23,16,23
Gm37475,1,0,0,0,0,0
Lamb2,0,0,0,0,0,0
Usp19,89,86,88,95,99,105
Qars,120,112,124,115,129,127
Qrich1,79,83,96,85,81,81
Gm38366,1,2,0,0,1,1
Gm37678,0,0,0,0,0,0
Impdh2,168,214,163,197,170,194
Ndufaf3,5,14,9,16,7,11
4833445I07Rik,3,2,0,6,4,1
MIR191,0,0,0,0,0,0
Mir191,0,0,0,0,0,0
Mir425,0,0,0,0,0,0
Dalrd3,20,16,13,21,25,28
Wdr6,29,45,20,35,33,32
P4htm,0,0,0,0,0,0
Gm38163,0,0,0,0,0,0
Gm49209,0,0,0,0,0,0
Arih2,47,38,47,44,28,46
ENSMUSG00002076266,0,0,0,0,0,0
Slc25a20,16,10,11,12,18,12
Prkar2a,126,127,108,100,103,107
Gm24259,0,0,0,0,0,0
Ip6k2,16,12,21,22,19,17
Gm23034,0,0,0,0,0,0
Nckipsd,2,5,4,7,8,11
Gm35025,0,0,0,0,0,0
Gm37714,0,0,0,0,0,0
Celsr3,9,16,6,8,14,10
ENSMUSG00002076383,0,0,0,0,0,0
Slc26a6,0,2,2,3,3,5
Tmem89,0,0,0,0,0,0
Uqcrc1,99,91,80,96,101,90
Gm37284,0,0,0,0,0,0
Col7a1,1,3,3,3,4,2
Mir711,0,0,0,0,0,0
Ucn2,0,0,0,0,0,2
Gm38004,0,0,0,0,0,0
Pfkfb4,9,7,10,20,14,18
Shisa5,42,42,34,42,35,52
Trex1,0,0,0,0,0,0
Atrip,20,13,16,19,11,22
Tma7,95,101,108,93,101,98
Ccdc51,5,9,10,5,7,8
Gm7628,0,0,0,0,0,0
Plxnb1,0,0,0,0,0,0
Fbxw21,0,0,0,0,0,0
Fbxw13,0,0,0,0,0,0
Fbxw20,0,0,0,0,0,0
Fbxw14,0,0,0,0,0,0
Gm22821,0,0,0,0,0,0
Fbxw28,0,0,0,0,0,0
Gm25484,0,0,0,0,0,0
Gm24641,0,0,0,0,0,0
Fbxw22,0,0,0,0,0,0
Fbxw16,0,0,0,0,0,0
Gm42494,0,0,0,0,0,0
Gm42493,0,0,0,0,0,0
Fbxw19,0,0,0,0,0,0
Fbxw23,0,0,0,0,0,0
Gm42756,0,0,0,0,0,0
Gm43089,0,0,0,0,0,0
Fbxw15,0,0,0,0,0,0
Gm42755,0,0,0,0,0,0
Fbxw24,0,0,0,0,0,0
Fbxw25,0,0,0,0,0,0
Fbxw18,0,0,0,0,0,0
Gm43209,0,0,0,0,0,0
Fbxw26,0,0,0,0,0,0
Fbxw27,0,0,0,0,0,0
Spink8,0,0,0,0,0,0
3000002C10Rik,3,3,2,1,6,7
Nme6,9,14,7,11,8,13
Camp,0,0,0,11,7,9
Cdc25a,91,84,82,95,86,92
Mir7089,0,0,0,0,0,0
Gm4644,0,0,0,0,0,0
Map4,80,104,87,98,105,80
Gm4734,0,0,0,0,0,0
Gm43732,0,0,0,0,0,0
Gm42433,0,0,0,0,0,0
Gm42432,0,0,0,0,1,1
Dhx30,60,59,59,61,54,53
ENSMUSG00002075921,0,0,0,0,0,0
Smarcc1,251,282,279,255,237,273
Gm23377,0,0,0,0,0,0
Cspg5,0,0,0,0,0,0
Gm43622,0,0,0,0,0,0
Mir6236,4,2,8,15,12,5
Gm42775,0,0,0,0,0,0
Elp6,10,4,2,5,9,13
Gm42638,0,0,0,0,0,0
Scap,36,42,35,47,23,35
5830462I19Rik,0,0,0,0,0,0
Ptpn23,25,19,22,16,33,25
Ngp,25,17,22,270,237,235
Klhl18,10,26,20,24,20,17
Kif9,1,0,1,0,1,1
Setd2,215,196,234,182,197,183
Gm42763,0,0,0,0,0,0
Nradd,2,2,0,1,1,2
Nbeal2,58,84,72,88,76,78
Mir8107,0,0,0,0,0,0
Gm42470,0,0,0,0,0,0
Ccdc12,28,28,32,26,28,34
Gm35715,0,0,0,0,0,0
Pth1r,0,0,1,0,0,1
Myl3,0,0,0,0,0,0
Prss42,0,0,0,0,0,0
Prss44,0,0,0,0,0,0
Prss43,0,0,0,0,0,0
Prss45,0,0,0,0,0,0
Prss46,0,0,0,0,0,0
Prss50,0,0,0,0,0,0
Tmie,0,0,0,0,0,0
Als2cl,4,1,3,1,2,6
Gm43127,0,0,0,0,0,0
Fam240a,0,0,0,0,0,0
ENSMUSG00002074938,0,0,0,0,0,0
Tdgf1,0,0,0,0,0,0
Lrrc2,0,1,0,0,0,0
Gm43535,0,0,0,0,0,0
Rtp3,0,0,0,0,0,0
1700061E17Rik,0,0,0,0,0,0
Gm10030,0,0,0,0,0,0
Ltf,0,2,6,41,35,33
Gm43814,0,0,0,0,0,0
Ccrl2,3,0,3,0,1,2
Rp31-ps19,0,0,0,0,0,0
Gm26409,0,0,0,0,0,0
Lrrfip2,44,43,51,43,51,44
Mlh1,37,40,31,36,41,41
Epm2aip1,72,72,60,86,63,51
Trank1,0,0,0,0,0,0
Gm42527,0,0,0,0,0,0
Dclk3,0,0,0,0,0,0
Gm42523,0,0,0,0,0,0
Gm43236,0,0,0,0,0,0
Stac,0,0,0,0,0,0
4930545L08Rik,0,0,0,0,0,0
Arpp21,0,0,0,0,0,0
Mir128-2,0,0,0,0,0,0
2310075C17Rik,0,1,1,0,0,0
2900079G21Rik,0,0,0,0,0,0
4933411E02Rik,0,0,0,0,0,0
ENSMUSG00002075622,0,0,0,0,0,0
Gm24957,0,0,0,0,0,0
Gm36251,0,0,0,0,0,0
Gm4657,0,0,0,0,0,0
Gm36367,0,0,0,0,0,0
Gm39436,0,0,0,0,0,0
Gm36485,0,0,0,0,0,0
Gm47875,0,0,0,0,0,0
AU023762,0,0,0,0,0,0
Gm7183,0,0,0,0,0,0
Gm36745,0,0,0,0,0,0
Pdcd6ip,204,228,222,207,192,209
Clasp2,58,62,73,60,68,67
Gm25059,0,0,0,0,0,0
Ubp1,84,91,104,120,98,102
Fbxl2,5,1,3,4,6,3
Gm47950,0,0,0,0,0,0
Susd5,0,0,0,0,0,0
Gm52983,0,0,0,0,0,0
Gm29825,0,0,0,0,0,0
4921528I07Rik,0,0,0,0,0,0
Bcl2a1c,0,0,0,0,0,0
4930520O04Rik,5,1,4,8,3,2
Crtap,15,18,12,16,16,23
Glb1,39,36,38,39,35,38
Tmppe,13,13,12,17,22,15
Ccr4,0,0,0,0,0,0
Trim71,0,0,0,0,0,0
C130032M10Rik,0,0,0,0,0,0
Cnot10,52,49,47,59,66,50
Gm7780,0,0,0,0,0,0
Dync1li1,83,97,95,83,70,93
Cmtm6,102,123,120,130,124,113
Cmtm7,174,277,191,250,202,242
Gm9888,0,1,0,0,1,0
Cmtm8,0,0,0,0,0,0
Gm23889,0,0,0,0,0,0
Gpd1l,90,84,85,109,86,90
Osbpl10,0,0,0,0,0,0
Rps27rt,2,2,3,0,1,3
Gm4665,0,0,0,0,0,0
Gm26962,0,0,0,0,0,0
Gm27002,0,0,0,0,0,0
Stt3b,304,328,310,331,289,289
Stmn1-rs1,0,0,0,0,0,0
Mir467h,0,0,0,0,0,0
ENSMUSG00002075264,0,0,0,0,0,0
ENSMUSG00002075081,0,0,0,0,0,0
Gm9487,0,0,0,0,0,0
ENSMUSG00002075131,0,0,0,0,0,0
Gm5921,0,0,0,0,0,0
n-R5s92,0,0,0,0,0,0
D330037F02Rik,0,0,0,0,0,0
Gm48007,0,0,0,0,0,0
Gadl1,0,0,0,0,0,0
Gm16142,0,0,0,0,0,0
Gm9385,5,3,8,8,7,7
Tgfbr2,23,28,23,23,25,25
Gm4668,0,0,0,0,0,0
Gm48038,0,0,0,0,0,0
Gm31410,0,0,0,0,0,0
D730003K21Rik,0,0,0,0,0,0
Rbms3,0,0,0,0,0,0
Gm18489,0,0,0,0,0,0
Gm20397,0,0,0,0,0,0
Gm17396,0,0,0,0,0,0
Gm20396,0,0,0,0,0,0
Gm26614,0,0,0,0,0,0
Zcwpw2,0,0,0,0,0,0
ENSMUSG00002076953,0,0,0,0,0,0
Azi2,64,47,57,56,66,65
Cmc1,13,15,17,11,15,10
Gm17399,1,2,3,1,0,1
2610509F24Rik,0,0,0,0,0,0
Platr11,0,0,0,0,0,0
4933432G23Rik,0,0,0,0,0,0
Gm22479,0,0,0,0,0,0
Eomes,0,0,0,0,0,0
Gm33460,0,0,0,0,0,0
Golga4,95,91,91,80,96,95
Gm18935,0,0,0,0,0,0
Gm45897,0,0,0,0,0,0
Itga9,0,0,0,0,0,0
Gm10157,0,1,0,0,0,0
Gm2415,0,0,1,2,2,1
Gm16295,0,0,0,0,0,0
Ctdspl,1,8,1,5,2,1
Mir26a-1,0,0,0,0,0,0
Vill,0,0,0,0,0,0
Plcd1,0,0,0,0,0,0
Dlec1,0,0,0,0,0,1
Acaa1b,0,0,0,0,0,0
Gm47289,0,0,0,0,0,0
Gm10608,1,0,0,0,1,0
Slc22a14,0,0,0,0,0,0
Slc22a13,0,0,0,0,0,0
Slc22a13b,0,0,0,0,0,0
Oxsr1,71,81,73,66,71,74
ENSMUSG00002075779,0,0,0,0,0,0
Myd88,28,29,29,27,42,30
Acaa1a,19,17,15,18,24,20
Xylb,2,3,1,1,1,3
Acvr2b,1,2,1,3,3,2
Gm47320,0,0,0,0,0,0
